nom,adresse,arrondissement,latitude,longitude,type_cuisine,specialite,prix_fourchette,categorie_prix,note_moyenne,nb_avis,ambiance,telephone,reservation_recommandee
Chez Laurent,"95 rue Daguerre, 75007 Paris",75007,48.949373,2.359675,Végan,Libanais,100+,Haut de gamme,4.6,118,Élégant,0134182635,false
Dupuis & Masse,"3 rue Montorgueil, 75017 Paris",75017,48.83008,2.280713,Américain,Burger,100+,Haut de gamme,3.9,34,Décontracté,0170617621,false
Rey & Diallo,"119 rue de Turbigo, 75009 Paris",75009,48.931838,2.363863,Crêperie,Américain,50-100,Haut de gamme,3.3,168,Familial,0151288921,false
Bouchet & Bertrand,"98 avenue de la République, 75018 Paris",75018,48.836562,2.325293,Chinois,Gastronomique,20-30,Moyenne gamme,4.4,993,Cosy,0192703218,true
Weber & Collin,"44 boulevard Haussmann, 75014 Paris",75014,48.963906,2.38419,Tapas,,10-20,Bon marché,4.3,251,Élégant,0140315193,true
Dupré & Gilles,"32 boulevard Barbès, 75015 Paris",75015,48.923255,2.280678,Brasserie,Coréen,30-50,Moyenne gamme,3.5,30,Festif,0143428373,false
Fernandes & Costa,"150 boulevard de Grenelle, 75001 Paris",75001,48.952215,2.305569,Libanais,Fruits de mer,10-20,Bon marché,3.7,692,Authentique,0177732437,true
Gaudin,"26 rue Mouffetard, 75012 Paris",75012,48.946816,2.324523,Italien,Fruits de mer,10-20,Bon marché,4.8,281,Historique,0187976976,false
Les Besnard,"132 avenue de Wagram, 75006 Paris",75006,48.945382,2.347555,Caribéen,Végétarien,10-20,Bon marché,3.4,294,Moderne,0140599220,false
Chez Édith,"148 rue des Martyrs, 75019 Paris",75019,48.898013,2.41867,Tapas,Mexicain,20-30,Moyenne gamme,4.0,679,Convivial,0134178835,false
Cuisine Grand des Gourmets,"30 rue Cler, 75013 Paris",75013,48.902992,2.376824,Indien,,10-20,Bon marché,3.4,130,Authentique,0162699427,true
Auberge Gourmand de Paris,"34 avenue Montaigne, 75002 Paris",75002,48.836395,2.299914,Italien,Ramen,30-50,Moyenne gamme,4.3,957,Convivial,0166413589,false
Garcia & Mace,"98 rue du Cherche-Midi, 75007 Paris",75007,48.934272,2.366117,Libanais,Tapas,30-50,Moyenne gamme,4.6,116,Élégant,0146322221,true
Café Vieux du Chef,"74 boulevard Raspail, 75005 Paris",75005,48.896708,2.308691,Marocain,,30-50,Moyenne gamme,5.0,368,Terrasse,0118931037,false
Table Grand du Chef,"71 rue du Faubourg Saint-Antoine, 75014 Paris",75014,48.932349,2.25436,Gastronomique,Vietnamien,50-100,Haut de gamme,3.6,956,Élégant,0137134319,false
Meunier & Lejeune,"14 rue de la Convention, 75004 Paris",75004,48.803805,2.288794,Libanais,Gastronomique,50-100,Haut de gamme,3.6,180,Familial,0166206564,false
Brasserie Petit Gourmand,"16 rue Oberkampf, 75001 Paris",75001,48.875278,2.365102,Coréen,,100+,Haut de gamme,4.8,665,Authentique,0157644989,true
Les Maillot,"73 rue de la Convention, 75006 Paris",75006,48.930757,2.385534,Pizza,Chinois,20-30,Moyenne gamme,4.7,267,Authentique,0165102415,false
Chez Laurence,"7 rue de la Pompe, 75018 Paris",75018,48.92355,2.312261,Brésilien,Sushi,10-20,Bon marché,4.0,443,Convivial,0115791176,true
Le Moderne de la Place,"28 rue du Cherche-Midi, 75002 Paris",75002,48.848913,2.414895,Marocain,Bistrot,50-100,Haut de gamme,3.2,65,Authentique,0139522016,false
Les Jacquot,"126 avenue de l'Opéra, 75007 Paris",75007,48.872404,2.323012,Fruits de mer,Marocain,10-20,Bon marché,3.0,455,Décontracté,0154787796,true
Les Chauvin,"128 avenue des Champs-Élysées, 75007 Paris",75007,48.813419,2.349475,Français,Tapas,20-30,Moyenne gamme,4.2,170,Authentique,0142656065,false
Delahaye & Faure,"5 boulevard Saint-Germain, 75002 Paris",75002,48.913311,2.271135,Bistrot,Chinois,30-50,Moyenne gamme,4.9,651,Romantique,0118241667,false
Les Boulanger,"10 avenue des Champs-Élysées, 75009 Paris",75009,48.920314,2.303833,Caribéen,,100+,Haut de gamme,3.1,742,Traditionnel,0183105041,false
Chez Dominique,"11 boulevard de Clichy, 75020 Paris",75020,48.910165,2.283773,Italien,,30-50,Moyenne gamme,4.3,622,Historique,0160877773,false
Prévost,"98 rue Saint-Maur, 75018 Paris",75018,48.839661,2.279613,Végan,Coréen,10-20,Bon marché,3.3,506,Moderne,0116727183,true
Les Toussaint,"112 avenue Montaigne, 75007 Paris",75007,48.944181,2.412478,Gastronomique,Mexicain,100+,Haut de gamme,4.1,126,Authentique,0111184331,false
La Royal des Saveurs,"139 rue des Martyrs, 75004 Paris",75004,48.919309,2.354586,Italien,,10-20,Bon marché,4.3,686,Traditionnel,0122792040,true
Table Petit de la Place,"138 rue Caulaincourt, 75019 Paris",75019,48.87672,2.39963,Tapas,Japonais,100+,Haut de gamme,4.9,925,Traditionnel,0148782730,false
Coulon & Allard,"130 place Vendôme, 75015 Paris",75015,48.830571,2.282115,Gastronomique,Français,30-50,Moyenne gamme,4.1,438,Historique,0150709521,false
Maurice,"131 boulevard Barbès, 75019 Paris",75019,48.808504,2.257333,Libanais,Bistrot,100+,Haut de gamme,4.8,164,Authentique,0160849571,false
Les Authentique des Gourmets,"109 rue Oberkampf, 75012 Paris",75012,48.878241,2.385637,Méditerranéen,,20-30,Moyenne gamme,3.4,300,Calme,0152585523,false
Pottier & Hervé,"47 rue Daguerre, 75002 Paris",75002,48.84516,2.336989,Bistrot,,30-50,Moyenne gamme,4.7,395,Terrasse,0179414388,true
Aux Délicieux des Gourmets,"63 boulevard de la Villette, 75014 Paris",75014,48.838752,2.256985,Caribéen,Gastronomique,100+,Haut de gamme,4.9,807,Calme,0144786178,false
Letellier & Robin,"36 boulevard de Clichy, 75013 Paris",75013,48.819201,2.40233,Africain,Street food,10-20,Bon marché,3.8,648,Branché,0121481937,false
Samson & Couturier,"28 rue Lepic, 75007 Paris",75007,48.856517,2.39111,Grecque,,30-50,Moyenne gamme,3.4,264,Familial,0142518175,true
Hebert,"93 rue de la Roquette, 75010 Paris",75010,48.870786,2.393672,Américain,Végan,50-100,Haut de gamme,3.6,42,Animé,0199474513,false
Lemonnier & Ribeiro,"124 rue Saint-Honoré, 75017 Paris",75017,48.813535,2.296048,Américain,Street food,100+,Haut de gamme,4.3,569,Romantique,0161698028,true
Lambert & Germain,"68 rue du Commerce, 75014 Paris",75014,48.951729,2.26535,Caribéen,Burger,100+,Haut de gamme,3.8,643,Authentique,0149745882,true
Au Traditionnel des Gourmets,"47 rue de la Paix, 75016 Paris",75016,48.901321,2.37796,Burger,Coréen,10-20,Bon marché,3.7,82,Historique,0120649717,true
Cousin & Pelletier,"81 rue des Rosiers, 75014 Paris",75014,48.911531,2.347308,Tapas,Africain,100+,Haut de gamme,3.5,391,Familial,0158721016,true
Chez Alix,"77 avenue de Clichy, 75019 Paris",75019,48.874087,2.277511,Italien,Bistrot,50-100,Haut de gamme,4.4,290,Vue panoramique,0165736216,true
Les Rodrigues,"109 place Vendôme, 75016 Paris",75016,48.804912,2.272245,Crêperie,Français,100+,Haut de gamme,3.9,985,Moderne,0150383474,false
Les Laporte,"104 boulevard Raspail, 75005 Paris",75005,48.838913,2.259129,Fruits de mer,,30-50,Moyenne gamme,4.4,65,Cosy,0160905287,false
Bouchet & Moreno,"42 avenue Montaigne, 75004 Paris",75004,48.929848,2.354256,Mexicain,Sushi,50-100,Haut de gamme,3.9,912,Historique,0198947049,true
Normand & Arnaud,"8 boulevard Haussmann, 75003 Paris",75003,48.900098,2.416936,Chinois,Gastronomique,30-50,Moyenne gamme,4.1,539,Terrasse,0117107811,true
Picard & Roger,"127 rue Vaugirard, 75005 Paris",75005,48.944966,2.358561,Japonais,Street food,30-50,Moyenne gamme,3.9,814,Romantique,0144672762,false
Chevalier & Bourdon,"20 rue Cler, 75004 Paris",75004,48.924014,2.397288,Végétarien,Américain,20-30,Moyenne gamme,4.5,915,Historique,0153396554,false
Les Normand,"132 avenue Montaigne, 75010 Paris",75010,48.843259,2.36098,Caribéen,Burger,100+,Haut de gamme,3.6,269,Intime,0144161496,false
Les Guillot,"120 rue du Cherche-Midi, 75005 Paris",75005,48.924685,2.417159,Végan,Marocain,20-30,Moyenne gamme,4.9,468,Moderne,0178887297,false
Mahe & Guillon,"113 rue de Passy, 75007 Paris",75007,48.812372,2.330705,Mexicain,Tapas,20-30,Moyenne gamme,4.0,41,Animé,0181785897,true
La Authentique de Paris,"100 rue des Rosiers, 75002 Paris",75002,48.839018,2.301949,Marocain,Street food,20-30,Moyenne gamme,3.6,568,Convivial,0128448939,true
Grondin,"27 rue Caulaincourt, 75003 Paris",75003,48.913904,2.311109,Bistrot,Africain,30-50,Moyenne gamme,4.0,78,Vue panoramique,0154324542,true
Les Adam,"110 rue de la Paix, 75018 Paris",75018,48.910655,2.404759,Caribéen,,10-20,Bon marché,4.0,644,Animé,0167802311,false
Chez Pierre,"32 rue Cler, 75018 Paris",75018,48.929937,2.351805,Africain,Pizza,100+,Haut de gamme,4.5,833,Vue panoramique,0185777529,false
Turpin & Hervé,"149 rue du Temple, 75005 Paris",75005,48.829755,2.272474,Végan,Brésilien,20-30,Moyenne gamme,3.5,248,Familial,0121867958,false
Chez Margaret,"143 rue de Ménilmontant, 75008 Paris",75008,48.956392,2.27671,Libanais,Burger,100+,Haut de gamme,4.6,164,Cosy,0192948073,true
Chez Émilie,"32 boulevard Saint-Germain, 75004 Paris",75004,48.805066,2.393017,Espagnol,Végétarien,10-20,Bon marché,3.1,544,Terrasse,0169655824,true
Barbier & Legrand,"32 rue de Rivoli, 75018 Paris",75018,48.960379,2.350238,Mexicain,Bistrot,10-20,Bon marché,3.6,949,Calme,0180475093,true
Barre,"71 rue de la Pompe, 75018 Paris",75018,48.927771,2.40572,Marocain,Bistrot,100+,Haut de gamme,3.6,702,Cosy,0114103512,true
La Gourmand du Palais,"100 rue de la Convention, 75009 Paris",75009,48.892081,2.267097,Français,,50-100,Haut de gamme,4.8,316,Branché,0121384610,false
Coste & Ribeiro,"11 avenue de Clichy, 75020 Paris",75020,48.895982,2.318894,Caribéen,,50-100,Haut de gamme,3.8,217,Moderne,0180285878,false
Riou & Lamy,"118 rue de Rivoli, 75017 Paris",75017,48.900532,2.280704,Grecque,Gastronomique,100+,Haut de gamme,3.2,551,Historique,0188195613,true
Blot & Deschamps,"20 avenue Parmentier, 75015 Paris",75015,48.90728,2.348143,Végétarien,Espagnol,20-30,Moyenne gamme,3.0,99,Élégant,0165995568,false
Hernandez & Philippe,"4 avenue de l'Opéra, 75003 Paris",75003,48.962747,2.328297,Français,,100+,Haut de gamme,3.7,152,Branché,0169565275,true
Jacob & Guillet,"75 rue de Bretagne, 75003 Paris",75003,48.815623,2.371171,Indien,Bistrot,100+,Haut de gamme,3.4,86,Cosy,0179969280,true
Gautier & Gomez,"36 rue de la Convention, 75009 Paris",75009,48.81789,2.344104,Indien,Brasserie,30-50,Moyenne gamme,4.0,86,Authentique,0116435644,false
Les Weber,"96 boulevard Barbès, 75002 Paris",75002,48.808463,2.35746,Africain,Street food,20-30,Moyenne gamme,3.3,900,Intime,0173108312,false
Chez Henriette,"88 rue de la Pompe, 75009 Paris",75009,48.92259,2.383883,Brasserie,Indien,30-50,Moyenne gamme,4.7,491,Décontracté,0174308188,true
Cuisine Royal du Coin,"133 avenue Montaigne, 75006 Paris",75006,48.960305,2.359052,Brésilien,Fruits de mer,50-100,Haut de gamme,3.1,974,Intime,0110711817,false
Restaurant Petit des Gourmets,"46 rue Didot, 75004 Paris",75004,48.823148,2.257455,Tapas,Libanais,50-100,Haut de gamme,3.2,911,Familial,0156396616,false
Pelletier & Bruneau,"19 rue de la Convention, 75019 Paris",75019,48.918852,2.288591,Français,Brasserie,30-50,Moyenne gamme,4.8,859,Branché,0174834981,false
Chez Théodore,"146 avenue de Clichy, 75015 Paris",75015,48.934815,2.337494,Caribéen,Bistrot,30-50,Moyenne gamme,3.3,273,Traditionnel,0170246221,false
Collet & Simon,"52 avenue de l'Opéra, 75018 Paris",75018,48.850451,2.415039,Japonais,Crêperie,10-20,Bon marché,3.3,803,Terrasse,0138973318,true
Delaunay & Paris,"66 avenue de Clichy, 75008 Paris",75008,48.837235,2.372017,Indien,Végétarien,50-100,Haut de gamme,4.7,568,Vue panoramique,0114646734,false
Les Torres,"46 rue de Turbigo, 75008 Paris",75008,48.876328,2.307046,Mexicain,Fruits de mer,100+,Haut de gamme,3.1,352,Familial,0167664516,true
Auberge Vieux Gourmand,"145 avenue Montaigne, 75001 Paris",75001,48.816954,2.264167,Caribéen,,30-50,Moyenne gamme,3.2,515,Moderne,0113958623,false
Maison Gourmand de Paris,"5 rue Cler, 75011 Paris",75011,48.863061,2.289747,Ramen,,50-100,Haut de gamme,3.1,729,Décontracté,0131911361,false
Le Grand du Coin,"35 avenue Montaigne, 75015 Paris",75015,48.81342,2.268869,Sushi,,100+,Haut de gamme,3.7,995,Familial,0111306399,false
Vallet & Mahe,"73 boulevard Saint-Germain, 75016 Paris",75016,48.955287,2.363293,Brésilien,,20-30,Moyenne gamme,3.9,573,Familial,0155859656,false
Auberge Bon du Coin,"56 avenue de l'Opéra, 75001 Paris",75001,48.929254,2.26095,Chinois,Crêperie,20-30,Moyenne gamme,4.9,909,Animé,0164157488,false
Les Rolland,"63 place Vendôme, 75019 Paris",75019,48.897103,2.410294,Italien,Végan,10-20,Bon marché,3.1,996,Historique,0182831192,true
Seguin & Benard,"123 boulevard de Clichy, 75002 Paris",75002,48.852149,2.368811,Burger,,100+,Haut de gamme,3.5,706,Élégant,0137943482,false
Les Deschamps,"3 rue de Buci, 75006 Paris",75006,48.831241,2.260395,Français,Burger,50-100,Haut de gamme,3.6,143,Terrasse,0133462368,false
Chez Olivie,"79 rue du Cherche-Midi, 75004 Paris",75004,48.870381,2.293057,Italien,Tapas,50-100,Haut de gamme,4.7,57,Intime,0141109179,false
Chez Grand du Palais,"101 boulevard de Grenelle, 75008 Paris",75008,48.945726,2.39632,Street food,,30-50,Moyenne gamme,4.8,352,Authentique,0152828179,true
Relais Bon du Chef,"102 boulevard Saint-Germain, 75008 Paris",75008,48.87853,2.328772,Burger,Libanais,10-20,Bon marché,4.8,154,Authentique,0157557633,true
Au Petit des Saveurs,"30 rue Montorgueil, 75012 Paris",75012,48.923345,2.279056,Burger,,100+,Haut de gamme,3.0,203,Vue panoramique,0199312292,false
Chez Gourmand de Paris,"29 rue Caulaincourt, 75014 Paris",75014,48.917424,2.314892,Vietnamien,Gastronomique,10-20,Bon marché,4.5,911,Festif,0182699870,true
Techer,"87 rue des Rosiers, 75016 Paris",75016,48.852869,2.259081,Marocain,Bistrot,100+,Haut de gamme,4.9,530,Historique,0132754552,false
Ruiz,"36 rue des Martyrs, 75016 Paris",75016,48.847162,2.332837,Italien,Burger,100+,Haut de gamme,3.6,140,Calme,0127942917,true
Les Fontaine,"55 rue Réaumur, 75005 Paris",75005,48.821511,2.356641,Gastronomique,,10-20,Bon marché,3.8,986,Intime,0183873599,true
L'Atelier Petit de la Tour,"39 rue Lepic, 75005 Paris",75005,48.950677,2.319217,Brésilien,Fruits de mer,10-20,Bon marché,3.5,745,Animé,0115267421,true
Delorme & Marchal,"51 rue de Rivoli, 75002 Paris",75002,48.930544,2.366244,Espagnol,,50-100,Haut de gamme,3.9,374,Terrasse,0184228878,true
Auberge Moderne des Gourmets,"11 rue des Martyrs, 75019 Paris",75019,48.896473,2.386248,Gastronomique,Français,30-50,Moyenne gamme,3.5,998,Traditionnel,0118895960,true
Le Royal du Marché,"94 rue de Passy, 75018 Paris",75018,48.814299,2.337065,Bistrot,,50-100,Haut de gamme,3.9,781,Familial,0159399960,false
Robin & Collet,"93 place Vendôme, 75002 Paris",75002,48.930936,2.371938,Mexicain,,30-50,Moyenne gamme,3.6,47,Authentique,0165603597,true
Auberge Vieux des Saveurs,"49 rue Mouffetard, 75006 Paris",75006,48.925603,2.409943,Grecque,,10-20,Bon marché,3.2,160,Traditionnel,0137629527,false
Maison Parisien du Marché,"137 boulevard Barbès, 75020 Paris",75020,48.844824,2.284172,Street food,Grecque,20-30,Moyenne gamme,4.3,751,Moderne,0120948683,false
Les Letellier,"62 rue Mouffetard, 75010 Paris",75010,48.840951,2.263377,Fruits de mer,,10-20,Bon marché,3.7,251,Calme,0141433514,false
Bistrot Délicieux des Saveurs,"100 rue du Temple, 75019 Paris",75019,48.87422,2.345934,Méditerranéen,Brasserie,50-100,Haut de gamme,4.2,926,Traditionnel,0191523556,false
Bourgeois & Payet,"99 rue Réaumur, 75020 Paris",75020,48.803761,2.368616,Bistrot,,10-20,Bon marché,3.9,937,Traditionnel,0126203253,true
Laporte & Charrier,"37 rue de Turbigo, 75012 Paris",75012,48.932076,2.350045,Coréen,Brasserie,20-30,Moyenne gamme,3.2,954,Calme,0111684527,true
Auberge Grand de la Tour,"14 avenue de la République, 75009 Paris",75009,48.837402,2.380954,Marocain,Fruits de mer,50-100,Haut de gamme,4.6,318,Festif,0149371767,false
Chez Richard,"27 boulevard de Magenta, 75001 Paris",75001,48.95853,2.297745,Chinois,Gastronomique,30-50,Moyenne gamme,4.8,155,Cosy,0120578067,true
Les Boucher,"72 avenue Montaigne, 75014 Paris",75014,48.827812,2.360178,Gastronomique,,30-50,Moyenne gamme,3.5,706,Historique,0116247334,false
Relais Authentique de la Seine,"38 rue Lepic, 75015 Paris",75015,48.807929,2.379743,Indien,Bistrot,30-50,Moyenne gamme,3.8,209,Authentique,0110244517,false
Collet & Letellier,"138 rue Saint-Honoré, 75001 Paris",75001,48.831672,2.328729,Crêperie,Africain,10-20,Bon marché,3.1,952,Élégant,0171973226,true
Chez Yves,"31 rue de la Convention, 75001 Paris",75001,48.827961,2.255964,Espagnol,,10-20,Bon marché,4.5,232,Terrasse,0177909821,true
Restaurant Délicieux de la Place,"40 avenue de Clichy, 75013 Paris",75013,48.859882,2.401853,Français,Fruits de mer,100+,Haut de gamme,4.5,886,Historique,0141542657,false
Chez Denis,"39 boulevard de la Villette, 75015 Paris",75015,48.932891,2.28775,Marocain,,100+,Haut de gamme,4.2,11,Moderne,0156709898,false
Les Blanchard,"58 rue Mouffetard, 75008 Paris",75008,48.903213,2.383945,Japonais,Végétarien,50-100,Haut de gamme,3.8,939,Familial,0180681575,true
Labbé,"41 rue du Faubourg Saint-Antoine, 75013 Paris",75013,48.920035,2.413822,Français,Fruits de mer,50-100,Haut de gamme,3.2,670,Calme,0181968190,false
Chauvin & Pascal,"112 rue de Bretagne, 75009 Paris",75009,48.96702,2.274078,Américain,,50-100,Haut de gamme,3.4,463,Traditionnel,0126283637,false
Delaunay,"75 boulevard de Clichy, 75005 Paris",75005,48.905049,2.41882,Indien,,20-30,Moyenne gamme,3.4,991,Intime,0161175833,false
De,"63 boulevard de la Villette, 75016 Paris",75016,48.853593,2.395651,Burger,Chinois,100+,Haut de gamme,3.1,416,Historique,0145234010,true
Les Maillet,"32 rue de Ménilmontant, 75018 Paris",75018,48.912875,2.288971,Français,,10-20,Bon marché,3.4,404,Décontracté,0161941775,false
Bouvet & Maillet,"94 boulevard Raspail, 75003 Paris",75003,48.87278,2.372465,Américain,,10-20,Bon marché,3.7,267,Branché,0132909418,true
Café Délicieux du Palais,"70 avenue des Champs-Élysées, 75019 Paris",75019,48.810234,2.386583,Végan,Coréen,100+,Haut de gamme,5.0,615,Festif,0167807355,false
Relais Vieux du Coin,"4 rue Saint-Honoré, 75020 Paris",75020,48.890437,2.360035,Brasserie,Japonais,20-30,Moyenne gamme,3.6,973,Animé,0183416589,true
Mary & Weber,"10 avenue Parmentier, 75017 Paris",75017,48.804814,2.413054,Japonais,Brasserie,50-100,Haut de gamme,3.5,827,Décontracté,0126669359,false
Chez Lucie,"147 rue du Temple, 75010 Paris",75010,48.821197,2.257766,Japonais,Bistrot,30-50,Moyenne gamme,3.6,41,Convivial,0196849152,true
Restaurant Moderne du Marché,"90 boulevard Barbès, 75013 Paris",75013,48.852049,2.342608,Mexicain,Brasserie,30-50,Moyenne gamme,4.0,738,Familial,0110276381,true
Guichard & Nicolas,"128 rue de Passy, 75010 Paris",75010,48.856206,2.253919,Brésilien,,10-20,Bon marché,3.8,216,Terrasse,0154649814,true
Les Georges,"57 rue de la Gaîté, 75007 Paris",75007,48.860876,2.346783,Coréen,,100+,Haut de gamme,3.9,200,Authentique,0166202491,false
Laurent & Legendre,"58 rue de Turbigo, 75007 Paris",75007,48.835083,2.300951,Vietnamien,Ramen,10-20,Bon marché,3.4,368,Cosy,0130773069,true
Bourdon,"75 avenue de Clichy, 75020 Paris",75020,48.856169,2.294493,Street food,,100+,Haut de gamme,3.8,954,Moderne,0162946541,true
Les Louis,"57 avenue de l'Opéra, 75009 Paris",75009,48.848465,2.347736,Sushi,,100+,Haut de gamme,3.2,593,Calme,0187414345,false
Andre & Bousquet,"68 avenue des Champs-Élysées, 75017 Paris",75017,48.923003,2.287149,Tapas,Libanais,20-30,Moyenne gamme,3.4,617,Festif,0174632687,false
Delahaye,"147 boulevard de Grenelle, 75005 Paris",75005,48.870176,2.307235,Libanais,Brasserie,10-20,Bon marché,4.0,318,Convivial,0154344690,false
La Bon de la Tour,"146 rue de la Convention, 75010 Paris",75010,48.834687,2.396842,Japonais,Street food,20-30,Moyenne gamme,4.1,852,Romantique,0128552327,false
Les Lejeune,"101 avenue de Wagram, 75017 Paris",75017,48.844386,2.311284,Bistrot,Thaïlandais,50-100,Haut de gamme,4.9,578,Vue panoramique,0120838837,false
Les Lambert,"84 rue de Passy, 75013 Paris",75013,48.914027,2.273074,Japonais,Gastronomique,100+,Haut de gamme,3.7,916,Animé,0147333462,true
Les Teixeira,"118 rue Daguerre, 75006 Paris",75006,48.939664,2.391303,Marocain,Végétarien,30-50,Moyenne gamme,3.5,471,Vue panoramique,0174989694,true
Café Traditionnel de la Place,"37 avenue Parmentier, 75009 Paris",75009,48.806382,2.285333,Italien,Sushi,10-20,Bon marché,4.3,508,Authentique,0146186943,true
Restaurant Petit du Chef,"42 rue Vaugirard, 75020 Paris",75020,48.906013,2.289741,Bistrot,Libanais,50-100,Haut de gamme,4.5,757,Décontracté,0135352776,false
